,District,District Latitude,District Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
41,UNION COUNTY VOCATIONAL,40.61876994099601,-74.3586999544121,Dunkin',40.61747005368685,-74.36421419004644,Donut Shop
42,UNION COUNTY VOCATIONAL,40.61876994099601,-74.3586999544121,Black Box Theatre,40.61861185665578,-74.35751877531393,Theater
43,UNION COUNTY VOCATIONAL,40.61876994099601,-74.3586999544121,Southside Field,40.617813,-74.356137,Soccer Field
44,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,Anthony Franco's Pizzeria,40.95808107865395,-74.07414260162233,Pizza Place
45,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,Smashburger,40.95822118685168,-74.07407624804351,Burger Joint
46,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,Crate & Barrel,40.95553762,-74.07263003,Furniture / Home Store
47,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,EONS Greek Food For Life,40.955355035722114,-74.07383703990082,Greek Restaurant
48,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,Marshalls,40.957671,-74.075019,Department Store
49,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,Floor & Decor,40.958776,-74.07191800000001,Home Service
50,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,Crunch Fitness - Paramus,40.961746,-74.070559,Gym / Fitness Center
51,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,Retro Fitness,40.9618895,-74.0745719,Gym / Fitness Center
52,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,The Vitamin Shoppe,40.958536,-74.073852,Supplement Shop
53,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,Macy's,40.958395,-74.069194,Department Store
54,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,The Home Depot,40.9565573,-74.0723121,Hardware Store
55,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,7-Eleven,40.96227987477537,-74.07687260118996,Convenience Store
56,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,T-Mobile,40.96192456263549,-74.07574902414126,Mobile Phone Shop
57,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,Mangiamo Pizza - Restaurant - Catering,40.9558778802755,-74.07407489471439,Pizza Place
58,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,Charming Charlie,40.95719275,-74.06933673,Accessories Store
59,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,GameStop,40.955956192780675,-74.0743524396989,Video Game Store
60,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,Pandora,40.95738240609136,-74.06943599984453,Jewelry Store
61,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,JoS. A. Bank,40.963036872120156,-74.07620410857919,Men's Store
62,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,LensCrafters,40.95770008674272,-74.06943483826136,Optical Shop
63,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,Pet Goods,40.963123203213755,-74.07773256008639,Pet Store
64,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,Supercuts,40.955947956740154,-74.07419012315235,Salon / Barbershop
65,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,LOFT,40.9576364,-74.0696416,Women's Store
66,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,Staples,40.95534894131793,-74.07441034923977,Paper / Office Supplies Store
67,BERGEN COUNTY VOCATIONAL,40.959491487000044,-74.07444200499998,Screamin Parties,40.96303912616291,-74.0776696401224,Theme Park
68,MONMOUTH CO VOCATIONAL,40.16967006939238,-74.06308997605224,Baskin-Robbins,40.1693912139375,-74.06308455010047,Ice Cream Shop
69,MONMOUTH CO VOCATIONAL,40.16967006939238,-74.06308997605224,Chase Bank,40.1707848,-74.0636805,Bank
70,MONMOUTH CO VOCATIONAL,40.16967006939238,-74.06308997605224,New Bedford Rd/Rt. 138 Light,40.17128449881622,-74.0633025459603,Intersection
71,MONMOUTH CO VOCATIONAL,40.16967006939238,-74.06308997605224,18th Ave/ New Bedford Rd Light,40.167705857973765,-74.06289523770276,Intersection
72,MONMOUTH CO VOCATIONAL,40.16967006939238,-74.06308997605224,Dominick's pizza,40.167325,-74.063073,Pizza Place
73,MONMOUTH CO VOCATIONAL,40.16967006939238,-74.06308997605224,Lukes Pizza,40.1672927780918,-74.06326238884708,Pizza Place
74,MONMOUTH CO VOCATIONAL,40.16967006939238,-74.06308997605224,Ravine Eye Center,40.17232,-74.063194,Optical Shop
75,ALLENDALE BORO,41.030430000000074,-74.13722999999997,The Fountain Spa,41.03202527716655,-74.13600157253501,Spa
76,ALLENDALE BORO,41.030430000000074,-74.13722999999997,Crestwood Park,41.03413911528538,-74.13678146458213,Lake
77,ALLENDALE BORO,41.030430000000074,-74.13722999999997,Crestwood Lake Playground,41.0343357,-74.13615256666667,Playground
78,MOUNTAINSIDE BORO,40.672510000000045,-74.35519999999997,Famous Dave's Bar-B-Que,40.67053038229158,-74.3596469824646,BBQ Joint
79,MOUNTAINSIDE BORO,40.672510000000045,-74.35519999999997,Vine Republic Mountainside,40.67331417949738,-74.35030727747005,Liquor Store
80,MOUNTAINSIDE BORO,40.672510000000045,-74.35519999999997,Coffee Break,40.6716556955169,-74.35597805000538,Coffee Shop
81,MOUNTAINSIDE BORO,40.672510000000045,-74.35519999999997,Mountainside Recreation Center,40.670708,-74.355182,Recreation Center
82,MOUNTAINSIDE BORO,40.672510000000045,-74.35519999999997,Atlantic Health Medic 1/EMS 8,40.67362780577609,-74.3504174710584,Medical Center
83,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,Fuki Japanese Restaurant,40.93641676595293,-74.0309893614369,Sushi Restaurant
84,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,River Edge Pizza Kitchen,40.93647133157564,-74.03092627987586,Pizza Place
85,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,Chase Bank,40.9315276,-74.0333187,Bank
86,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,Istanblue Restaurant,40.929516,-74.034701,Mediterranean Restaurant
87,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,Sanducci's Trattoria,40.9290493,-74.03380949999999,Italian Restaurant
88,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,King Fung Food Market,40.929431750123804,-74.03474110047082,Grocery Store
89,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,NJT - River Edge Station (PVL),40.93503378870209,-74.02927092755829,Train Station
90,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,Turkish Kitchen,40.92977,-74.0345678,Turkish Restaurant
91,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,K F Supermarket,40.92950105667114,-74.03442,Grocery Store
92,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,Gem Nails,40.929381,-74.033986,Cosmetics Shop
93,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,Fine Cards And Gifts,40.929516,-74.034701,Convenience Store
94,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,Carousel Express,40.929516,-74.034701,Deli / Bodega
95,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,La Toscana Family Restaurant & Pizza,40.92934496776161,-74.03405808508084,Pizza Place
96,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,Sanducci's Pizza Kitchen,40.92924569431637,-74.03422657010495,Pizza Place
97,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,Yolato,40.929041999999995,-74.033899,Ice Cream Shop
98,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,Monsun Fine Indian Cuisine,40.9285661,-74.03402340000002,North Indian Restaurant
99,RIVER EDGE BORO,40.932660000000055,-74.03322999999995,Monsun,40.928571,-74.03421,Indian Restaurant
100,ORADELL BORO,40.953080000000064,-74.03185999999994,Ocean Sushi,40.954296209337954,-74.03106620810345,Japanese Restaurant
101,ORADELL BORO,40.953080000000064,-74.03185999999994,Caffeine,40.953438,-74.03189,Coffee Shop
102,ORADELL BORO,40.953080000000064,-74.03185999999994,Cool Beans International Coffee & Teas,40.95086647494226,-74.03223734546174,Coffee Shop
103,ORADELL BORO,40.953080000000064,-74.03185999999994,Mr. Cupcakes,40.953971980555224,-74.03164924678707,Cupcake Shop
104,ORADELL BORO,40.953080000000064,-74.03185999999994,NJT - Oradell Station (PVL),40.95340909564518,-74.02998069228927,Train Station
105,ORADELL BORO,40.953080000000064,-74.03185999999994,Chase Bank,40.95504,-74.031767,Bank
106,ORADELL BORO,40.953080000000064,-74.03185999999994,Subway,40.953986,-74.031899,Sandwich Place
107,ORADELL BORO,40.953080000000064,-74.03185999999994,The UPS Store,40.950586,-74.032777,Shipping Store
108,ORADELL BORO,40.953080000000064,-74.03185999999994,Jade Dragon,40.95087224305933,-74.03233867494367,Chinese Restaurant
109,ORADELL BORO,40.953080000000064,-74.03185999999994,Rite Aid,40.9517483,-74.0323838,Pharmacy
110,ORADELL BORO,40.953080000000064,-74.03185999999994,Little Firehouse Theatre (Bergen County Players),40.95061941871659,-74.03187817025433,Theater
111,ORADELL BORO,40.953080000000064,-74.03185999999994,Shell,40.955727143822955,-74.03101220702783,Gas Station
112,ORADELL BORO,40.953080000000064,-74.03185999999994,BestExecutivePens,40.95348800912931,-74.0296983718872,Gift Shop
113,ORADELL BORO,40.953080000000064,-74.03185999999994,Hague Park,40.95411957380185,-74.03026184117982,Park
114,ORADELL BORO,40.953080000000064,-74.03185999999994,Sunrise Bagels & Café,40.950814,-74.032359,Bagel Shop
115,ORADELL BORO,40.953080000000064,-74.03185999999994,Memorial Field,40.954521574243856,-74.0366937258675,Athletics & Sports
116,ORADELL BORO,40.953080000000064,-74.03185999999994,Diego's Taco Shop,40.948773,-74.031633,Taco Place
117,RUMSON BORO,40.376790000000035,-74.00486999999998,Murphy's Tavern,40.37459012058717,-73.9999915576897,Bar
118,RUMSON BORO,40.376790000000035,-74.00486999999998,Crazee's,40.3761021827007,-74.01039992476682,Ice Cream Shop
119,RUMSON BORO,40.376790000000035,-74.00486999999998,Rumson Municipal Boat Ramp,40.37654973179976,-74.00016788054944,Harbor / Marina
120,RUMSON BORO,40.376790000000035,-74.00486999999998,Buy Rite,40.375638515428285,-74.01025333315975,Wine Shop
121,CRANBURY TWP,40.31099000000006,-74.51624999999996,Molto Bene,40.31128989246596,-74.51623638715704,Italian Restaurant
122,CRANBURY TWP,40.31099000000006,-74.51624999999996,Gil and Bert's Ice Cream,40.31356601209883,-74.51524728198329,Ice Cream Shop
123,CRANBURY TWP,40.31099000000006,-74.51624999999996,Cranbury Pizza,40.31331687593528,-74.51531702128786,Pizza Place
124,CRANBURY TWP,40.31099000000006,-74.51624999999996,Teddy's Restaurant,40.312800088208334,-74.51560692478634,Diner
125,CRANBURY TWP,40.31099000000006,-74.51624999999996,The Cranbury Inn,40.307386,-74.516953,American Restaurant
126,CRANBURY TWP,40.31099000000006,-74.51624999999996,Charmed By Claire,40.312206,-74.51613499999999,Gift Shop
127,CRANBURY TWP,40.31099000000006,-74.51624999999996,Hot Wok Cafe,40.31307675106783,-74.51524363222785,Asian Restaurant
128,CRANBURY TWP,40.31099000000006,-74.51624999999996,Cranbury Bookworm,40.31304521562769,-74.51452010382161,Bookstore
129,CRANBURY TWP,40.31099000000006,-74.51624999999996,Village Park,40.311325184680975,-74.51184689998627,Park
130,GLOUCESTER CO VOCATIONAL,39.71720106500004,-75.14164365699997,"Peach Country Tractor, Inc.",39.71583620389312,-75.14152765274048,Hardware Store
131,GLOUCESTER CO VOCATIONAL,39.71720106500004,-75.14164365699997,Rowan University West Campus Athletic Fields,39.715856,-75.145822,Soccer Field
132,PASSAIC COUNTY VOCATIONAL,41.03434749000007,-74.30105721099994,Boiling Point Mechanical,41.0347582574887,-74.2967803333449,Home Service
133,PASSAIC COUNTY VOCATIONAL,41.03434749000007,-74.30105721099994,Rainbow Lake,41.03197618853197,-74.3042625071711,Lake
134,FREDON TWP,41.036640000000034,-74.81308999999997,Lodestar Park,41.03651579025255,-74.81484012402076,Playground
135,FREDON TWP,41.036640000000034,-74.81308999999997,John Coursen Homestead Park,41.035179117056536,-74.81612205505371,Baseball Field
136,FREDON TWP,41.036640000000034,-74.81308999999997,Carols Waffle House,41.04038675909196,-74.81097848154108,Falafel Restaurant
137,BRIELLE BORO,40.11241000000007,-74.05703999999997,Brielle Ale House,40.11247735348168,-74.0574047898055,Beer Bar
138,BRIELLE BORO,40.11241000000007,-74.05703999999997,Mariner's Cove,40.10850987326659,-74.05880415052303,Breakfast Spot
139,BRIELLE BORO,40.11241000000007,-74.05703999999997,Grieco Beverages,40.109949,-74.061256,Liquor Store
140,BRIELLE BORO,40.11241000000007,-74.05703999999997,Brielle Bagels,40.11478779450442,-74.05489415341276,Bagel Shop
141,BRIELLE BORO,40.11241000000007,-74.05703999999997,Salon Kokopelli,40.11511861877806,-74.05499878490696,Salon / Barbershop
142,BRIELLE BORO,40.11241000000007,-74.05703999999997,The ocean,40.10918819796164,-74.05545319827543,Surf Spot
143,BRIELLE BORO,40.11241000000007,-74.05703999999997,La Mondina,40.115208,-74.054119,Italian Restaurant
144,CLOSTER BORO,40.97127000000006,-73.95965999999999,Nonna Clementina Deli,40.97045323148668,-73.95910263061523,Deli / Bodega
145,CLOSTER BORO,40.97127000000006,-73.95965999999999,La Tabatiere,40.973026092420575,-73.96082027501294,Coffee Shop
146,CLOSTER BORO,40.97127000000006,-73.95965999999999,Whole Foods Market,40.970626995482256,-73.95634707897197,Grocery Store
147,CLOSTER BORO,40.97127000000006,-73.95965999999999,Zendiggi Kebab House,40.97276825542553,-73.96173683298035,Middle Eastern Restaurant
148,CLOSTER BORO,40.97127000000006,-73.95965999999999,Isabella's,40.973023,-73.961387,Sandwich Place
149,CLOSTER BORO,40.97127000000006,-73.95965999999999,Starbucks Reserve,40.969936534313575,-73.95532411786739,Coffee Shop
150,CLOSTER BORO,40.97127000000006,-73.95965999999999,Ma Mi,40.972546,-73.96167700000001,Vietnamese Restaurant
151,CLOSTER BORO,40.97127000000006,-73.95965999999999,Red Maple,40.97357260832344,-73.96274047802268,Breakfast Spot
152,CLOSTER BORO,40.97127000000006,-73.95965999999999,Buon Gusto Restaurant,40.97228788471712,-73.96202997574103,Italian Restaurant
153,CLOSTER BORO,40.97127000000006,-73.95965999999999,Rudy's Pizza,40.970186940256525,-73.95576219317473,Pizza Place
154,CLOSTER BORO,40.97127000000006,-73.95965999999999,HomeGoods,40.9709991,-73.9567873,Furniture / Home Store
155,CLOSTER BORO,40.97127000000006,-73.95965999999999,Mt. Kisco Japanese Cuisine,40.97279689281655,-73.95978577256666,Japanese Restaurant
156,CLOSTER BORO,40.97127000000006,-73.95965999999999,Target,40.97114965661364,-73.95763483182107,Big Box Store
157,CLOSTER BORO,40.97127000000006,-73.95965999999999,Pro Nails Plus,40.96905113628695,-73.95524988333487,Spa
158,CLOSTER BORO,40.97127000000006,-73.95965999999999,Harmon,40.969030175869285,-73.95516352637277,Cosmetics Shop
159,CLOSTER BORO,40.97127000000006,-73.95965999999999,Dunkin',40.97095421883875,-73.95991521479999,Donut Shop
160,CLOSTER BORO,40.97127000000006,-73.95965999999999,Brasserie Memere,40.969524,-73.955475,Brasserie
161,CLOSTER BORO,40.97127000000006,-73.95965999999999,Massage Envy - Closter,40.9704591,-73.9559237,Spa
162,CLOSTER BORO,40.97127000000006,-73.95965999999999,CGI,40.971505024608035,-73.95598852704137,Gym / Fitness Center
163,CLOSTER BORO,40.97127000000006,-73.95965999999999,Tous Les Jours,40.972610327006386,-73.95927753085621,Bakery
164,CLOSTER BORO,40.97127000000006,-73.95965999999999,Closter Golf Center,40.97101395604889,-73.95476713493389,Golf Course
165,CLOSTER BORO,40.97127000000006,-73.95965999999999,Build Your Yogurt,40.971823904326726,-73.9601613038094,Dessert Shop
166,CLOSTER BORO,40.97127000000006,-73.95965999999999,GNC,40.97168571384078,-73.96044892116015,Supplement Shop
167,CLOSTER BORO,40.97127000000006,-73.95965999999999,lululemon,40.970175,-73.955574,Clothing Store
168,CLOSTER BORO,40.97127000000006,-73.95965999999999,Baskin-Robbins,40.970946127999795,-73.95990117190718,Ice Cream Shop
169,CLOSTER BORO,40.97127000000006,-73.95965999999999,Orangetheory Fitness,40.96940472515643,-73.95563024267256,Gym / Fitness Center
170,CLOSTER BORO,40.97127000000006,-73.95965999999999,Chase Bank,40.970608,-73.958137,Bank
171,CLOSTER BORO,40.97127000000006,-73.95965999999999,"Basic Wireless, Verizon Wireless Authorized Retailer",40.97213614791678,-73.96106600761419,Mobile Phone Shop
172,CLOSTER BORO,40.97127000000006,-73.95965999999999,PNC Bank,40.96948619330009,-73.95622327923775,Bank
173,CLOSTER BORO,40.97127000000006,-73.95965999999999,Cold Stone Creamery,40.97242,-73.960944,Ice Cream Shop
174,CLOSTER BORO,40.97127000000006,-73.95965999999999,Petco,40.97043,-73.95584,Pet Store
175,CLOSTER BORO,40.97127000000006,-73.95965999999999,Carmine & Ray's Pizza,40.970878897565704,-73.95967949204986,Pizza Place
176,CLOSTER BORO,40.97127000000006,-73.95965999999999,Bareburger,40.96891739499371,-73.95539017573711,Burger Joint
177,CLOSTER BORO,40.97127000000006,-73.95965999999999,CVS pharmacy,40.971872420308145,-73.96080263714543,Pharmacy
178,CLOSTER BORO,40.97127000000006,-73.95965999999999,Wally's Bagel Nosh,40.97190041359129,-73.96073766488028,Bagel Shop
179,CLOSTER BORO,40.97127000000006,-73.95965999999999,Patisserie Florentine,40.972127,-73.961011,Café
180,CLOSTER BORO,40.97127000000006,-73.95965999999999,C.O.R.E. The Center of Fitness,40.97427474130286,-73.95692717687217,Gym
181,CLOSTER BORO,40.97127000000006,-73.95965999999999,Chipotle Mexican Grill,40.970002194698985,-73.95509991413883,Mexican Restaurant
182,CLOSTER BORO,40.97127000000006,-73.95965999999999,Stop & Shop,40.9690313,-73.962986,Supermarket
183,CLOSTER BORO,40.97127000000006,-73.95965999999999,Tiger Kim's Tae Kwon Do,40.973569,-73.959755,Martial Arts Dojo
184,CLOSTER BORO,40.97127000000006,-73.95965999999999,Kidville Closter,40.9705984,-73.95623941,Preschool
185,CLOSTER BORO,40.97127000000006,-73.95965999999999,Angelina's Gifts and Goodies,40.9734379214856,-73.96192898426467,Coffee Shop
186,CLOSTER BORO,40.97127000000006,-73.95965999999999,Gary's Wine & Marketplace,40.969834,-73.9562224,Liquor Store
187,CLOSTER BORO,40.97127000000006,-73.95965999999999,Veterans Memorial Park,40.97369170192384,-73.96222323435866,Park
188,CLOSTER BORO,40.97127000000006,-73.95965999999999,Closter Elks #2304,40.97448154188036,-73.96130481169885,Bar
189,CLOSTER BORO,40.97127000000006,-73.95965999999999,So Good,40.97398507881316,-73.96272897720337,BBQ Joint
190,CLOSTER BORO,40.97127000000006,-73.95965999999999,Closter Plaza,40.96946556011581,-73.95553629169083,Shopping Mall
191,CLOSTER BORO,40.97127000000006,-73.95965999999999,Dong Hea,40.974146,-73.962568,Sushi Restaurant
192,CLOSTER BORO,40.97127000000006,-73.95965999999999,Goldfish Swim School - Closter,40.97442,-73.95708,Swim School
193,CLOSTER BORO,40.97127000000006,-73.95965999999999,CycleBar Closter,40.9689025,-73.9551781,Cycle Studio
194,CLOSTER BORO,40.97127000000006,-73.95965999999999,Suburban Glass & Mirror,40.9754647,-73.9586746,Construction & Landscaping
195,CLOSTER BORO,40.97127000000006,-73.95965999999999,CMX Cinemas,40.968643407618906,-73.95490628583264,Movie Theater
196,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,The Turning Point,40.33872737677402,-74.04186156144952,Breakfast Spot
197,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,Edie's Breakfast & Lunch,40.341122245955354,-74.04257561612589,Breakfast Spot
198,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,Grandma's Bagels,40.3394025625277,-74.04221617012048,Bagel Shop
199,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,Little Szechuan,40.33925286505171,-74.04210540398749,Chinese Restaurant
200,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,Walgreens,40.33832583241027,-74.0401697158814,Pharmacy
201,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,Olivia's,40.33882718913565,-74.04069772770795,Italian Restaurant
202,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,Carvel Ice Cream,40.33829836131155,-74.04081933844408,Ice Cream Shop
203,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,Kissui Sushi,40.33858006572237,-74.04189587016957,Sushi Restaurant
204,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,Felicia's Kitchen,40.33830092780803,-74.04237597326033,Breakfast Spot
205,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,Wells Fargo,40.33885330488971,-74.04224306344986,Bank
206,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,CVS pharmacy,40.3384782138059,-74.0415329876119,Pharmacy
207,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,Acme,40.338849467555455,-74.04084550671452,Supermarket
208,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,Skin & Bones Day Spa,40.34021960330892,-74.04158204229613,Spa
209,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,UPHORIA,40.338563358992005,-74.0419951336992,Boutique
210,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,Nails Plus,40.339397859326226,-74.0421781916921,Spa
211,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,My Optics,40.33847583365463,-74.04226479010293,Optical Shop
212,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,Little Silver Family Pharmacy,40.339168,-74.04162600000001,Pharmacy
213,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,Edie's,40.34112092265757,-74.04248854725384,Breakfast Spot
214,LITTLE SILVER BORO,40.34006000000005,-74.04310999999996,Little Silver Bottle Shop,40.33866705458995,-74.04151319364166,Market
